subjid activity parameter mean
9 WALKING fBodyAccJerk-mean()-Y -0.367706595
9 WALKING fBodyAccJerk-mean()-Z -0.3995412451923077
9 WALKING fBodyAccJerk-std()-X -0.1702283401344231
9 WALKING fBodyAccJerk-std()-Y -0.22838047348076923
9 WALKING fBodyAccJerk-std()-Z -0.4191043628846154
9 WALKING fBodyAccMag-mean() -0.3188010227115385
9 WALKING fBodyAccMag-std() -0.5138919532692308
9 WALKING fBodyBodyAccJerkMag-mean() -0.3168707155769231
9 WALKING fBodyBodyAccJerkMag-std() -0.32233753673076926
9 WALKING fBodyBodyGyroJerkMag-mean() -0.6025816182692307
9 WALKING fBodyBodyGyroJerkMag-std() -0.6243519236538462
9 WALKING fBodyBodyGyroMag-mean() -0.5137974803846154
9 WALKING fBodyBodyGyroMag-std() -0.5627145286538462
9 WALKING fBodyGyro-mean()-X -0.38367612096153847
9 WALKING fBodyGyro-mean()-Y -0.4369058605769231
9 WALKING fBodyGyro-mean()-Z -0.24022251213461537
9 WALKING fBodyGyro-std()-X -0.5074045126923077
9 WALKING fBodyGyro-std()-Y -0.49099033634615386
9 WALKING fBodyGyro-std()-Z -0.34236722326923075
9 WALKING tBodyAcc-mean()-X 0.2785028421153846
9 WALKING tBodyAcc-mean()-Y -0.018089197128442307
9 WALKING tBodyAcc-mean()-Z -0.11082051230769231
9 WALKING tBodyAcc-std()-X -0.2383535626923077
9 WALKING tBodyAcc-std()-Y -0.20169696082692307
9 WALKING tBodyAcc-std()-Z -0.05796364690307692
9 WALKING tBodyAccJerk-mean()-X 0.07043572704807692
9 WALKING tBodyAccJerk-mean()-Y 0.02122559100173077
9 WALKING tBodyAccJerk-mean()-Z 0.004147627401923076
9 WALKING tBodyAccJerk-std()-X -0.20673378796153846
9 WALKING tBodyAccJerk-std()-Y -0.27692993384615383
9 WALKING tBodyAccJerk-std()-Z -0.4097645261538462
9 WALKING tBodyAccJerkMag-mean() -0.20373361551923078
9 WALKING tBodyAccJerkMag-std() -0.3171134871153846
9 WALKING tBodyAccMag-mean() -0.09808404961434615
9 WALKING tBodyAccMag-std() -0.37942876999999997
9 WALKING tBodyGyro-mean()-X -0.08083605986538461
9 WALKING tBodyGyro-mean()-Y -0.06255987106153846
9 WALKING tBodyGyro-mean()-Z 0.11162977989615384
9 WALKING tBodyGyro-std()-X -0.47616350673076924
9 WALKING tBodyGyro-std()-Y -0.4670541678846154
9 WALKING tBodyGyro-std()-Z -0.26568352134615386
9 WALKING tBodyGyroJerk-mean()-X -0.08092040944615385
9 WALKING tBodyGyroJerk-mean()-Y -0.035628342703846155
9 WALKING tBodyGyroJerk-mean()-Z -0.06334066205923077
9 WALKING tBodyGyroJerk-std()-X -0.5269853090384615
9 WALKING tBodyGyroJerk-std()-Y -0.549200228076923
9 WALKING tBodyGyroJerk-std()-Z -0.45788149403846157
9 WALKING tBodyGyroJerkMag-mean() -0.5102539957692308
9 WALKING tBodyGyroJerkMag-std() -0.5998664726923076
9 WALKING tBodyGyroMag-mean() -0.2945422668269231
9 WALKING tBodyGyroMag-std() -0.48972581153846156
9 WALKING tGravityAcc-mean()-X 0.9518670796153846
9 WALKING tGravityAcc-mean()-Y -0.031434173873076926
9 WALKING tGravityAcc-mean()-Z -0.11585612108038461
9 WALKING tGravityAcc-std()-X -0.9809719736538461
9 WALKING tGravityAcc-std()-Y -0.9712424230769231
9 WALKING tGravityAcc-std()-Z -0.9555239955769231
9 WALKING tGravityAccMag-mean() -0.09808404961434615
9 WALKING tGravityAccMag-std() -0.37942876999999997
9 WALKING_DOWNSTAIRS fBodyAcc-mean()-X 0.10312850619761905
9 WALKING_DOWNSTAIRS fBodyAcc-mean()-Y -0.18312045542857142
9 WALKING_DOWNSTAIRS fBodyAcc-mean()-Z -0.10370582265785715
9 WALKING_DOWNSTAIRS fBodyAcc-std()-X 0.25048875886904765
9 WALKING_DOWNSTAIRS fBodyAcc-std()-Y -0.27356138514285716
9 WALKING_DOWNSTAIRS fBodyAcc-std()-Z -0.03494949271428571
9 WALKING_DOWNSTAIRS fBodyAccJerk-mean()-X -0.0645354342404762
9 WALKING_DOWNSTAIRS fBodyAccJerk-mean()-Y -0.3136430418095238
9 WALKING_DOWNSTAIRS fBodyAccJerk-mean()-Z -0.2936777895952381
9 WALKING_DOWNSTAIRS fBodyAccJerk-std()-X 0.00938224337142857
9 WALKING_DOWNSTAIRS fBodyAccJerk-std()-Y -0.35598182142857143
9 WALKING_DOWNSTAIRS fBodyAccJerk-std()-Z -0.4253774083333333
9 WALKING_DOWNSTAIRS fBodyAccMag-mean() 0.222203941
9 WALKING_DOWNSTAIRS fBodyAccMag-std() 0.0888671674047619
9 WALKING_DOWNSTAIRS fBodyBodyAccJerkMag-mean() 0.007168778835714287
9 WALKING_DOWNSTAIRS fBodyBodyAccJerkMag-std() 0.07055261383333333
9 WALKING_DOWNSTAIRS fBodyBodyGyroJerkMag-mean() -0.4631720538095238
9 WALKING_DOWNSTAIRS fBodyBodyGyroJerkMag-std() -0.48515890690476193
9 WALKING_DOWNSTAIRS fBodyBodyGyroMag-mean() -0.3475402266666667
9 WALKING_DOWNSTAIRS fBodyBodyGyroMag-std() -0.42417073714285713
9 WALKING_DOWNSTAIRS fBodyGyro-mean()-X -0.3250428909047619
9 WALKING_DOWNSTAIRS fBodyGyro-mean()-Y -0.31251219545238096
9 WALKING_DOWNSTAIRS fBodyGyro-mean()-Z -0.25068658671904764
9 WALKING_DOWNSTAIRS fBodyGyro-std()-X -0.42355877395238095
9 WALKING_DOWNSTAIRS fBodyGyro-std()-Y -0.3642825657142857
9 WALKING_DOWNSTAIRS fBodyGyro-std()-Z -0.3565614717142857
9 WALKING_DOWNSTAIRS tBodyAcc-mean()-X 0.295923445
9 WALKING_DOWNSTAIRS tBodyAcc-mean()-Y -0.02039942690754762
9 WALKING_DOWNSTAIRS tBodyAcc-mean()-Z -0.0910278793952381
9 WALKING_DOWNSTAIRS tBodyAcc-std()-X 0.21339227054761906
9 WALKING_DOWNSTAIRS tBodyAcc-std()-Y -0.2083107055047619
9 WALKING_DOWNSTAIRS tBodyAcc-std()-Z -0.007715300357142855
9 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-X 0.13019304380952382
9 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Y -0.020686596595238096
9 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Z 0.0026256885476190492
9 WALKING_DOWNSTAIRS tBodyAccJerk-std()-X 0.017623342197619046
9 WALKING_DOWNSTAIRS tBodyAccJerk-std()-Y -0.3094424725
9 WALKING_DOWNSTAIRS tBodyAccJerk-std()-Z -0.35951336276190476
9 WALKING_DOWNSTAIRS tBodyAccJerkMag-mean() -0.1623760892761905
9 WALKING_DOWNSTAIRS tBodyAccJerkMag-std() 0.03990781855238095
9 WALKING_DOWNSTAIRS tBodyAccMag-mean() 0.14588635793571428
9 WALKING_DOWNSTAIRS tBodyAccMag-std() 0.2651201313652381
9 WALKING_DOWNSTAIRS tBodyGyro-mean()-X -0.09163830110714286
9 WALKING_DOWNSTAIRS tBodyGyro-mean()-Y -0.07125988431428572
9 WALKING_DOWNSTAIRS tBodyGyro-mean()-Z 0.11680440069047619
9 WALKING_DOWNSTAIRS tBodyGyro-std()-X -0.39642919795238096
9 WALKING_DOWNSTAIRS tBodyGyro-std()-Y -0.34076523314285717
9 WALKING_DOWNSTAIRS tBodyGyro-std()-Z -0.27968515019190476
9 WALKING_DOWNSTAIRS tBodyGyroJerk-mean()-X -0.09459120244761904
9 WALKING_DOWNSTAIRS tBodyGyroJerk-mean()-Y -0.059760833461904764
9 WALKING_DOWNSTAIRS tBodyGyroJerk-mean()-Z -0.06780805987857143
9 WALKING_DOWNSTAIRS tBodyGyroJerk-std()-X -0.5096693140476191
9 WALKING_DOWNSTAIRS tBodyGyroJerk-std()-Y -0.4486024511904762
9 WALKING_DOWNSTAIRS tBodyGyroJerk-std()-Z -0.41723955095238097
9 WALKING_DOWNSTAIRS tBodyGyroJerkMag-mean() -0.46902843404761907
9 WALKING_DOWNSTAIRS tBodyGyroJerkMag-std() -0.45585542523809525
9 WALKING_DOWNSTAIRS tBodyGyroMag-mean() -0.16892140063333333
9 WALKING_DOWNSTAIRS tBodyGyroMag-std() -0.3223314647619048
9 WALKING_DOWNSTAIRS tGravityAcc-mean()-X 0.9384177733333333
9 WALKING_DOWNSTAIRS tGravityAcc-mean()-Y -0.03523046451047619
9 WALKING_DOWNSTAIRS tGravityAcc-mean()-Z -0.08227617494261905
9 WALKING_DOWNSTAIRS tGravityAcc-std()-X -0.9521412207142858
9 WALKING_DOWNSTAIRS tGravityAcc-std()-Y -0.9363065588095238
9 WALKING_DOWNSTAIRS tGravityAcc-std()-Z -0.8766412973809524
9 WALKING_DOWNSTAIRS tGravityAccMag-mean() 0.14588635793571428
9 WALKING_DOWNSTAIRS tGravityAccMag-std() 0.2651201313652381
9 WALKING_UPSTAIRS fBodyAcc-mean()-X -0.3427359526530612
9 WALKING_UPSTAIRS fBodyAcc-mean()-Y -0.4050227981632653
9 WALKING_UPSTAIRS fBodyAcc-mean()-Z -0.38471042340816325
9 WALKING_UPSTAIRS fBodyAcc-std()-X -0.36981577734693877
9 WALKING_UPSTAIRS fBodyAcc-std()-Y -0.29764106275510205
9 WALKING_UPSTAIRS fBodyAcc-std()-Z -0.24408180830204082
9 WALKING_UPSTAIRS fBodyAccJerk-mean()-X -0.4020447504081633
9 WALKING_UPSTAIRS fBodyAccJerk-mean()-Y -0.6084985920408164
9 WALKING_UPSTAIRS fBodyAccJerk-mean()-Z -0.6151257106122449
9 WALKING_UPSTAIRS fBodyAccJerk-std()-X -0.3274219895918367
9 WALKING_UPSTAIRS fBodyAccJerk-std()-Y -0.5901129165306123
9 WALKING_UPSTAIRS fBodyAccJerk-std()-Z -0.6778310828571429
9 WALKING_UPSTAIRS fBodyAccMag-mean() -0.37289034897959183
9 WALKING_UPSTAIRS fBodyAccMag-std() -0.5099294614285714
9 WALKING_UPSTAIRS fBodyBodyAccJerkMag-mean() -0.41953310857142856
9 WALKING_UPSTAIRS fBodyBodyAccJerkMag-std() -0.48493575204081635
9 WALKING_UPSTAIRS fBodyBodyGyroJerkMag-mean() -0.7341594493877551
9 WALKING_UPSTAIRS fBodyBodyGyroJerkMag-std() -0.7877815908163265
9 WALKING_UPSTAIRS fBodyBodyGyroMag-mean() -0.531482693877551
9 WALKING_UPSTAIRS fBodyBodyGyroMag-std() -0.45684132520408166
9 WALKING_UPSTAIRS fBodyGyro-mean()-X -0.31394163132653063
9 WALKING_UPSTAIRS fBodyGyro-mean()-Y -0.4991592028571429
9 WALKING_UPSTAIRS fBodyGyro-mean()-Z -0.32769867118367346
9 WALKING_UPSTAIRS fBodyGyro-std()-X -0.3616263771020408
9 WALKING_UPSTAIRS fBodyGyro-std()-Y -0.3520330916122449
9 WALKING_UPSTAIRS fBodyGyro-std()-Z -0.16555455422040816
9 WALKING_UPSTAIRS tBodyAcc-mean()-X 0.2624364757142857
9 WALKING_UPSTAIRS tBodyAcc-mean()-Y -0.01951010999757143
9 WALKING_UPSTAIRS tBodyAcc-mean()-Z -0.12521900395918367
9 WALKING_UPSTAIRS tBodyAcc-std()-X -0.36144437755102043
9 WALKING_UPSTAIRS tBodyAcc-std()-Y -0.3022062038163265
9 WALKING_UPSTAIRS tBodyAcc-std()-Z -0.2534340835428571
9 WALKING_UPSTAIRS tBodyAccJerk-mean()-X 0.0692266245755102
9 WALKING_UPSTAIRS tBodyAccJerk-mean()-Y 0.0012661221836734677
9 WALKING_UPSTAIRS tBodyAccJerk-mean()-Z 0.0076604660236734715
9 WALKING_UPSTAIRS tBodyAccJerk-std()-X -0.33529164469387757
9 WALKING_UPSTAIRS tBodyAccJerk-std()-Y -0.586147012244898
9 WALKING_UPSTAIRS tBodyAccJerk-std()-Z -0.6472960020408164
9 WALKING_UPSTAIRS tBodyAccJerkMag-mean() -0.4406675402040816
9 WALKING_UPSTAIRS tBodyAccJerkMag-std() -0.4454853979591837
9 WALKING_UPSTAIRS tBodyAccMag-mean() -0.26072758142857144
9 WALKING_UPSTAIRS tBodyAccMag-std() -0.40022203714285715
9 WALKING_UPSTAIRS tBodyGyro-mean()-X -0.16396719
9 WALKING_UPSTAIRS tBodyGyro-mean()-Y -0.04125879095795918
9 WALKING_UPSTAIRS tBodyGyro-mean()-Z 0.14569462592448978
9 WALKING_UPSTAIRS tBodyGyro-std()-X -0.34397663073469387
9 WALKING_UPSTAIRS tBodyGyro-std()-Y -0.4008590679591837
9 WALKING_UPSTAIRS tBodyGyro-std()-Z -0.1381764810587755
9 WALKING_UPSTAIRS tBodyGyroJerk-mean()-X -0.06846895933551021
9 WALKING_UPSTAIRS tBodyGyroJerk-mean()-Y -0.030279745240816325
9 WALKING_UPSTAIRS tBodyGyroJerk-mean()-Z -0.023632791118367347
9 WALKING_UPSTAIRS tBodyGyroJerk-std()-X -0.6604195342857143
9 WALKING_UPSTAIRS tBodyGyroJerk-std()-Y -0.7086047746938775
9 WALKING_UPSTAIRS tBodyGyroJerk-std()-Z -0.6571142012244898
9 WALKING_UPSTAIRS tBodyGyroJerkMag-mean() -0.6728405618367347
9 WALKING_UPSTAIRS tBodyGyroJerkMag-std() -0.7486512555102041
9 WALKING_UPSTAIRS tBodyGyroMag-mean() -0.08332344900612244
9 WALKING_UPSTAIRS tBodyGyroMag-std() -0.42583976142857144
9 WALKING_UPSTAIRS tGravityAcc-mean()-X 0.9026477777551021
9 WALKING_UPSTAIRS tGravityAcc-mean()-Y -0.03779478242857143
9 WALKING_UPSTAIRS tGravityAcc-mean()-Z -0.26600986685714284
9 WALKING_UPSTAIRS tGravityAcc-std()-X -0.9543835571428572
9 WALKING_UPSTAIRS tGravityAcc-std()-Y -0.9013173216326531
9 WALKING_UPSTAIRS tGravityAcc-std()-Z -0.8940710787755102
9 WALKING_UPSTAIRS tGravityAccMag-mean() -0.26072758142857144
9 WALKING_UPSTAIRS tGravityAccMag-std() -0.40022203714285715
10 LAYING fBodyAcc-mean()-X -0.9691842086206897
10 LAYING fBodyAcc-mean()-Y -0.9543418491379311
10 LAYING fBodyAcc-mean()-Z -0.9643008451724138
10 LAYING fBodyAcc-std()-X -0.9679680386206897
10 LAYING fBodyAcc-std()-Y -0.9462291482586207
10 LAYING fBodyAcc-std()-Z -0.9598136678103448
10 LAYING fBodyAccJerk-mean()-X -0.9790146687931035
10 LAYING fBodyAccJerk-mean()-Y -0.9680391737931034
10 LAYING fBodyAccJerk-mean()-Z -0.9725922129310345
10 LAYING fBodyAccJerk-std()-X -0.978904364137931
10 LAYING fBodyAccJerk-std()-Y -0.9681206922413793
10 LAYING fBodyAccJerk-std()-Z -0.978582339137931
10 LAYING fBodyAccMag-mean() -0.950848109137931
10 LAYING fBodyAccMag-std() -0.9443049746551724
10 LAYING fBodyBodyAccJerkMag-mean() -0.9685611215517241
10 LAYING fBodyBodyAccJerkMag-std() -0.9653775534482759
10 LAYING fBodyBodyGyroJerkMag-mean() -0.9609768215517241
10 LAYING fBodyBodyGyroJerkMag-std() -0.9607728755172413
10 LAYING fBodyBodyGyroMag-mean() -0.9376926425862069
10 LAYING fBodyBodyGyroMag-std() -0.9337013153448276
10 LAYING fBodyGyro-mean()-X -0.9537939120689655
10 LAYING fBodyGyro-mean()-Y -0.9546700344827587
10 LAYING fBodyGyro-mean()-Z -0.9697557772413793
10 LAYING fBodyGyro-std()-X -0.9645445663793103
10 LAYING fBodyGyro-std()-Y -0.9534534965517242
10 LAYING fBodyGyro-std()-Z -0.9752987970689655
10 LAYING tBodyAcc-mean()-X 0.280230574137931
10 LAYING tBodyAcc-mean()-Y -0.024294484137931033
10 LAYING tBodyAcc-mean()-Z -0.11716864236206896
10 LAYING tBodyAcc-std()-X -0.968283685
10 LAYING tBodyAcc-std()-Y -0.9464543020689655
10 LAYING tBodyAcc-std()-Z -0.9594714863793103
10 LAYING tBodyAccJerk-mean()-X 0.07381506448793103
10 LAYING tBodyAccJerk-mean()-Y 0.015698997097068967
10 LAYING tBodyAccJerk-mean()-Z 0.007166895862758621
10 LAYING tBodyAccJerk-std()-X -0.978007466724138
10 LAYING tBodyAccJerk-std()-Y -0.9669307934482758
10 LAYING tBodyAccJerk-std()-Z -0.9762566625862069
10 LAYING tBodyAccJerkMag-mean() -0.9762344351724138
10 LAYING tBodyAccJerkMag-std() -0.9675569806896551
10 LAYING tBodyAccMag-mean() -0.9567818196551724
10 LAYING tBodyAccMag-std() -0.9403016544827586
10 LAYING tBodyGyro-mean()-X -0.019555937162068965
10 LAYING tBodyGyro-mean()-Y -0.07703256572655173
10 LAYING tBodyGyro-mean()-Z 0.10472047834482759
10 LAYING tBodyGyro-std()-X -0.9617131998275862
10 LAYING tBodyGyro-std()-Y -0.9536602075862068
10 LAYING tBodyGyro-std()-Z -0.9719405974137931
10 LAYING tBodyGyroJerk-mean()-X -0.1003082544137931
10 LAYING tBodyGyroJerk-mean()-Y -0.03887979204137931
10 LAYING tBodyGyroJerk-mean()-Z -0.05907449127586207
10 LAYING tBodyGyroJerk-std()-X -0.9659005781034483
10 LAYING tBodyGyroJerk-std()-Y -0.9666210403448275
10 LAYING tBodyGyroJerk-std()-Z -0.9839493027586207
10 LAYING tBodyGyroJerkMag-mean() -0.9708308489655172
10 LAYING tBodyGyroJerkMag-std() -0.9596329315517241
10 LAYING tBodyGyroMag-mean() -0.9375909987931035
10 LAYING tBodyGyroMag-std() -0.9274711655172414
10 LAYING tGravityAcc-mean()-X -0.4530697375862069
10 LAYING tGravityAcc-mean()-Y -0.13929768103448276
10 LAYING tGravityAcc-mean()-Z -0.031121624137931035
10 LAYING tGravityAcc-std()-X -0.9545319418965518
10 LAYING tGravityAcc-std()-Y -0.9667011560344828
10 LAYING tGravityAcc-std()-Z -0.9630456424310345
10 LAYING tGravityAccMag-mean() -0.9567818196551724
10 LAYING tGravityAccMag-std() -0.9403016544827586
10 SITTING fBodyAcc-mean()-X -0.9849431442592592
10 SITTING fBodyAcc-mean()-Y -0.9404502
10 SITTING fBodyAcc-mean()-Z -0.9746446546296296
10 SITTING fBodyAcc-std()-X -0.9822424277777778
10 SITTING fBodyAcc-std()-Y -0.9128380630185186
10 SITTING fBodyAcc-std()-Z -0.9661210425925926
10 SITTING fBodyAccJerk-mean()-X -0.9893650138888889
10 SITTING fBodyAccJerk-mean()-Y -0.9809628561111111
10 SITTING fBodyAccJerk-mean()-Z -0.9860567677777777
10 SITTING fBodyAccJerk-std()-X -0.9895509174074074
10 SITTING fBodyAccJerk-std()-Y -0.9820455911111111
10 SITTING fBodyAccJerk-std()-Z -0.98911086
10 SITTING fBodyAccMag-mean() -0.9552810107407408
10 SITTING fBodyAccMag-std() -0.9415119527777778
10 SITTING fBodyBodyAccJerkMag-mean() -0.9859008011111111
10 SITTING fBodyBodyAccJerkMag-std() -0.9832667414814815
10 SITTING fBodyBodyGyroJerkMag-mean() -0.9921915292592592
10 SITTING fBodyBodyGyroJerkMag-std() -0.9914091009259259
10 SITTING fBodyBodyGyroMag-mean() -0.9744597325925926
10 SITTING fBodyBodyGyroMag-std() -0.9624599561111111
10 SITTING fBodyGyro-mean()-X -0.9864773633333334
10 SITTING fBodyGyro-mean()-Y -0.9861792155555555
10 SITTING fBodyGyro-mean()-Z -0.9653954696296296
10 SITTING fBodyGyro-std()-X -0.9897123607407408
10 SITTING fBodyGyro-std()-Y -0.9835796466666666
10 SITTING fBodyGyro-std()-Z -0.9624185598148148
10 SITTING tBodyAcc-mean()-X 0.27061205648148146
10 SITTING tBodyAcc-mean()-Y -0.015042681852037037
10 SITTING tBodyAcc-mean()-Z -0.10425323879629629
10 SITTING tBodyAcc-std()-X -0.9829018259259259
10 SITTING tBodyAcc-std()-Y -0.917979529962963
10 SITTING tBodyAcc-std()-Z -0.9678269816666667
10 SITTING tBodyAccJerk-mean()-X 0.07753725051851852
10 SITTING tBodyAccJerk-mean()-Y 0.008978754587037037
10 SITTING tBodyAccJerk-mean()-Z -0.0049956642766666665
10 SITTING tBodyAccJerk-std()-X -0.988946414074074
10 SITTING tBodyAccJerk-std()-Y -0.9807567898148148
10 SITTING tBodyAccJerk-std()-Z -0.9882558037037037
10 SITTING tBodyAccJerkMag-mean() -0.9880542375925926
10 SITTING tBodyAccJerkMag-std() -0.9852098562962963
10 SITTING tBodyAccMag-mean() -0.9607571996296296
10 SITTING tBodyAccMag-std() -0.9396695914814814
10 SITTING tBodyGyro-mean()-X -0.04324321768518519
10 SITTING tBodyGyro-mean()-Y -0.06799935988888889
10 SITTING tBodyGyro-mean()-Z 0.07459588694444444
10 SITTING tBodyGyro-std()-X -0.9888730972222222
10 SITTING tBodyGyro-std()-Y -0.9843733048148148
10 SITTING tBodyGyro-std()-Z -0.960445962037037
10 SITTING tBodyGyroJerk-mean()-X -0.09315550264814815
10 SITTING tBodyGyroJerk-mean()-Y -0.041121654092592594
10 SITTING tBodyGyroJerk-mean()-Z -0.048941191502962965
10 SITTING tBodyGyroJerk-std()-X -0.9923266572222222
10 SITTING tBodyGyroJerk-std()-Y -0.9925844948148148
10 SITTING tBodyGyroJerk-std()-Z -0.9902598131481481
10 SITTING tBodyGyroJerkMag-mean() -0.9937074875925926
10 SITTING tBodyGyroJerkMag-std() -0.9916961964814814
10 SITTING tBodyGyroMag-mean() -0.9442020437037038
10 SITTING tBodyGyroMag-std() -0.9630645775925926
10 SITTING tGravityAcc-mean()-X 0.7918871981481481
10 SITTING tGravityAcc-mean()-Y -0.04126077499999999
10 SITTING tGravityAcc-mean()-Z 0.20253457287037038
10 SITTING tGravityAcc-std()-X -0.973128354074074
10 SITTING tGravityAcc-std()-Y -0.9356900064814815
10 SITTING tGravityAcc-std()-Z -0.9668985205555556
10 SITTING tGravityAccMag-mean() -0.9607571996296296
10 SITTING tGravityAccMag-std() -0.9396695914814814
10 STANDING fBodyAcc-mean()-X -0.9700998143181818
10 STANDING fBodyAcc-mean()-Y -0.9233787452272727
10 STANDING fBodyAcc-mean()-Z -0.9552723838636363
10 STANDING fBodyAcc-std()-X -0.9829492461363636
10 STANDING fBodyAcc-std()-Y -0.9218604765909091
10 STANDING fBodyAcc-std()-Z -0.9380986831818182
10 STANDING fBodyAccJerk-mean()-X -0.9635651661363637
10 STANDING fBodyAccJerk-mean()-Y -0.9421877604545454
10 STANDING fBodyAccJerk-mean()-Z -0.9722415122727273
10 STANDING fBodyAccJerk-std()-X -0.9686121359090909
10 STANDING fBodyAccJerk-std()-Y -0.9448473936363636
10 STANDING fBodyAccJerk-std()-Z -0.9794287290909091
10 STANDING fBodyAccMag-mean() -0.9401101675
10 STANDING fBodyAccMag-std() -0.9450482429545455
10 STANDING fBodyBodyAccJerkMag-mean() -0.9516336904545455
10 STANDING fBodyBodyAccJerkMag-std() -0.9521059645454546
10 STANDING fBodyBodyGyroJerkMag-mean() -0.9656140813636364
10 STANDING fBodyBodyGyroJerkMag-std() -0.9650558154545454
10 STANDING fBodyBodyGyroMag-mean() -0.937786743409091
10 STANDING fBodyBodyGyroMag-std() -0.9229615504545454
10 STANDING fBodyGyro-mean()-X -0.9240059129545455
10 STANDING fBodyGyro-mean()-Y -0.9603238009090909
10 STANDING fBodyGyro-mean()-Z -0.9509157309090909
10 STANDING fBodyGyro-std()-X -0.9322739427272727
10 STANDING fBodyGyro-std()-Y -0.9583998579545454
10 STANDING fBodyGyro-std()-Z -0.9589012572727272
10 STANDING tBodyAcc-mean()-X 0.2766503006818182
10 STANDING tBodyAcc-mean()-Y -0.01554186034090909
10 STANDING tBodyAcc-mean()-Z -0.10796408393181818
10 STANDING tBodyAcc-std()-X -0.9784034818181818
10 STANDING tBodyAcc-std()-Y -0.9195618434090909
10 STANDING tBodyAcc-std()-Z -0.9412714404545455
10 STANDING tBodyAccJerk-mean()-X 0.08097843902272728
10 STANDING tBodyAccJerk-mean()-Y 0.0119007630575
10 STANDING tBodyAccJerk-mean()-Z -0.0048584103147727275
10 STANDING tBodyAccJerk-std()-X -0.9643114904545455
10 STANDING tBodyAccJerk-std()-Y -0.9413286634090909
10 STANDING tBodyAccJerk-std()-Z -0.9764306
10 STANDING tBodyAccJerkMag-mean() -0.9651638184090909
10 STANDING tBodyAccJerkMag-std() -0.9520582145454546
10 STANDING tBodyAccMag-mean() -0.9519889079545455
10 STANDING tBodyAccMag-std() -0.9372645379545455
10 STANDING tBodyGyro-mean()-X -0.028185432560454547
10 STANDING tBodyGyro-mean()-Y -0.08768204863636364
10 STANDING tBodyGyro-mean()-Z 0.10325156068181818
10 STANDING tBodyGyro-std()-X -0.9298950579545454
10 STANDING tBodyGyro-std()-Y -0.958861164090909
10 STANDING tBodyGyro-std()-Z -0.9536810995454545
10 STANDING tBodyGyroJerk-mean()-X -0.10475383318181818
10 STANDING tBodyGyroJerk-mean()-Y -0.037159300072727275
10 STANDING tBodyGyroJerk-mean()-Z -0.05841625470454546
10 STANDING tBodyGyroJerk-std()-X -0.9503675484090909
10 STANDING tBodyGyroJerk-std()-Y -0.9764450165909091
10 STANDING tBodyGyroJerk-std()-Z -0.9690510306818182
10 STANDING tBodyGyroJerkMag-mean() -0.9716376615909091
10 STANDING tBodyGyroJerkMag-std() -0.9644094104545454
10 STANDING tBodyGyroMag-mean() -0.9297872597727272
10 STANDING tBodyGyroMag-std() -0.9204868102272727
10 STANDING tGravityAcc-mean()-X 0.9540087854545455
10 STANDING tGravityAcc-mean()-Y -0.04315978304545454
10 STANDING tGravityAcc-mean()-Z 0.034698021043181815
10 STANDING tGravityAcc-std()-X -0.991259485
10 STANDING tGravityAcc-std()-Y -0.9754107240909091
10 STANDING tGravityAcc-std()-Z -0.9595796577272727
10 STANDING tGravityAccMag-mean() -0.9519889079545455
10 STANDING tGravityAccMag-std() -0.9372645379545455
10 WALKING fBodyAcc-mean()-X -0.11419000128301887
10 WALKING fBodyAcc-mean()-Y 0.05339119098867924
10 WALKING fBodyAcc-mean()-Z -0.41218272245283016
10 WALKING fBodyAcc-std()-X -0.2063664972264151
10 WALKING fBodyAcc-std()-Y -0.12977570631698113
10 WALKING fBodyAcc-std()-Z -0.43530421566037736
10 WALKING fBodyAccJerk-mean()-X -0.10794110746792453
10 WALKING fBodyAccJerk-mean()-Y 0.030905201832641508
10 WALKING fBodyAccJerk-mean()-Z -0.4640205088679245
10 WALKING fBodyAccJerk-std()-X -0.07915182671075471
10 WALKING fBodyAccJerk-std()-Y 0.048486767226415095
10 WALKING fBodyAccJerk-std()-Z -0.5585126501886792
10 WALKING fBodyAccMag-mean() -0.09302374227924529
10 WALKING fBodyAccMag-std() -0.3704719439622641
10 WALKING fBodyBodyAccJerkMag-mean() 0.020518951698113207
10 WALKING fBodyBodyAccJerkMag-std() 0.05020876349867925
10 WALKING fBodyBodyGyroJerkMag-mean() -0.5150653358490566
10 WALKING fBodyBodyGyroJerkMag-std() -0.5176757990566038
10 WALKING fBodyBodyGyroMag-mean() -0.4126169096226415
10 WALKING fBodyBodyGyroMag-std() -0.4997597969811321
10 WALKING fBodyGyro-mean()-X -0.27791378075471695
10 WALKING fBodyGyro-mean()-Y -0.3452090345283019
10 WALKING fBodyGyro-mean()-Z -0.10853002988113207
10 WALKING fBodyGyro-std()-X -0.4582929328301887
10 WALKING fBodyGyro-std()-Y -0.20439282158490565
10 WALKING fBodyGyro-std()-Z -0.2732928662264151
10 WALKING tBodyAcc-mean()-X 0.2785740766037736
10 WALKING tBodyAcc-mean()-Y -0.017022351190566037
10 WALKING tBodyAcc-mean()-Z -0.10905751213207547
10 WALKING tBodyAcc-std()-X -0.17870973439622642
10 WALKING tBodyAcc-std()-Y -0.02274316516981132
10 WALKING tBodyAcc-std()-Z -0.39564507207547167
